status	fecha	texto
1928003783142826020	2025-05-29T10:21:37Z	"#PradoEducación Seminario ""Deslizar abierto. Sobre arte y escuela""  Los días 17 y 23 de junio de 2025. Inscripciones en: https://t.co/8zOwPig5j4 https://t.co/ooupFo6YuV"
1928112093867249966	2025-05-29T17:32:00Z	"#Conferencia ""Rubens y Caravaggio. El encuentro de dos genios"", impartida por Ana Diéguez-Rodríguez (Instituto Moll) el 21 de mayo de 2025, en el marco del ciclo de conferencias ""Caravaggio y la pintura del naturalismo"" https://t.co/Y0iTW0Tk8R https://t.co/f332C9Rv1A"
1928396168062513200	2025-05-30T12:20:48Z	"El programa ""Pinceladas sonoras"" seguirá poniendo música a las obras del Museo del Prado todos los martes y jueves en junio con la joven pianista Mariam Chitanava. Con el apoyo de @amazon https://t.co/pBv8xIIgGr https://t.co/OzqNFCc5xg"
1928399845464678495	2025-05-30T12:35:25Z	"""Paolo Veronese (1528-1588)"" es la primera gran exposición monográfica dedicada a Paolo Veronese en España. Con la colaboración de @FundacionAXA. Hasta el 21 de septiembre en el Museo del Prado https://t.co/jOL2OIVnwV https://t.co/QAYb6vcPP4"
1928837121097523647	2025-05-31T17:33:00Z	"#Conferencia ""Caravaggio y el primer naturalismo en España: una mirada desde dentro"", impartida por Rafael Japón (Universidad Autónoma de Madrid) el 24 de mayo de 2025 en el ciclo de conferencias ""Caravaggio y la pintura del naturalismo"" https://t.co/rq60lDPDU0 https://t.co/cXD3fat6T1"
1929439335998226790	2025-06-02T09:25:59Z	"Primera edición del ""Programa de Gestión Integral de Museos"", una iniciativa formativa para profesionales de museos que propone una experiencia de conocimiento integral guiada por profesionales del Prado. Inscripciones abiertas: https://t.co/aPqCNbelyo https://t.co/i15cAorSsK"
1929441241399206118	2025-06-02T09:33:33Z	"#PradoEducación Seminario ""Deslizar abierto. Sobre arte y escuela""  Los días 17 y 23 de junio de 2025. Inscripciones en: https://t.co/Quf3sZhOfo https://t.co/glmal7CN47"
1929512954006852033	2025-06-02T14:18:31Z	El Museo del Prado celebra este 3 de junio los 1.000 directos publicados en Instagram https://t.co/g0E5gcvrB4 https://t.co/L5PKHdqelP
1929815764761973145	2025-06-03T10:21:47Z	Hoy celebramos los 1000 directos publicados en Instagram con un invitado de excepción: @casareal. Podéis ver el vídeo completo en: https://t.co/piTRGsDWji https://t.co/9ufp19Qxij
1929860315656659436	2025-06-03T13:18:48Z	El Museo del Prado y la Fundación Carasso celebran la II Jornada “Arte y Escuela 2025” para impulsar políticas culturales en el aula https://t.co/iRtrxHF3Q5 https://t.co/kxQiiC3obO
1930158000355872779	2025-06-04T09:01:42Z	"""Paolo Veronese 1528-1588"", catálogo de la exposición comisariada por Miguel Falomir, director del Museo del Prado, y Enrico Maria dal Pozzolo, de la Università degli Studi di Verona. Veronés cierra el ciclo dedicado a la pintura veneciana del Renacimiento https://t.co/yABclXyrvg https://t.co/gRqGC1t88I"
1930166892783718880	2025-06-04T09:37:02Z	"#PradoEducación Se está celebrando la jornada
“Arte y escuela 2025. Construir futuros posibles” en el auditorio del Museo del Prado https://t.co/DIEoRvsn1Y https://t.co/kGdrRhJvle"
1930169793694310811	2025-06-04T09:48:34Z	#Visitaguiada con Miguel Falomir, comisario de la exposición “Paolo Veronese (1528-1588)”. Los días 10, 11, 23 y 24 de junio. Inscripciones abiertas: https://t.co/WVdCILsAHX https://t.co/Jbx9XU9aex
1930526892521623557	2025-06-05T09:27:33Z	#Visitasguiadas a la exposición “Paolo Veronese (1528-1588)”. De martes a domingo a las 12:00 h https://t.co/bz8apRw6OD https://t.co/G4CXSlOk2A
1930533304035389873	2025-06-05T09:53:01Z	La visita virtual del Museo del Prado incluye vistas panorámicas 360º e imágenes en altísima resolución de las obras de la colección. Estés donde estés, accede gratis aquí: https://t.co/BUzwy8eNlj #NextGenerationEU #PlandeRecuperación https://t.co/yx1gmdyYRx
1930536065817067972	2025-06-05T10:04:00Z	Si eres estudiante, solicita tu beca antes del 19 de junio para el curso de verano El viaje del arte de la Fundación Amigos del Museo del Prado, que tendrá lugar del 1 al 3 de julio, en formato presencial y on line https://t.co/Ap8abmciol https://t.co/eIYpV5z8XM
1930548014390689886	2025-06-05T10:51:29Z	"Cinco años después de ""Reencuentro"", la exposición con la que el Museo del Prado reabrió tras la pandemia, revivimos el sobrecogedor diálogo entre el ""Saturno"" de Rubens y el de Goya. Hoy Miguel Falomir, director del museo, recuerda aquellos momentos https://t.co/yulo4qfJWm https://t.co/jTeJe00hGb"
1930570750332723295	2025-06-05T12:21:49Z	Hoy comienza en el auditorio el congreso internacional “Los públicos de los primeros museos públicos (siglos XVIII y XIX). Fuentes visuales”, dirigido por Carla Mazzarelli y David García Cueto https://t.co/oTbf5YzxCJ https://t.co/QQrTk97IM1
1930588898331185409	2025-06-05T13:33:56Z	El Museo del Prado rememora “Reencuentro” cinco años después de la covid https://t.co/Um9AmEz0jN #VuelvealPrado https://t.co/R55fKeEiJM
1930902902710686144	2025-06-06T10:21:41Z	El Museo del Prado abrirá de nuevo sus puertas la noche de este sábado 7 de junio de 20.30 a 23.30 h. Con la colaboración de Samsung y Radio 3 https://t.co/hDZUiworQX #art #MuseodelPrado #ElPradodeNoche https://t.co/4jY1Rc3yjq
1930919558354731456	2025-06-06T11:27:52Z	El Museo del Prado abre en horario nocturno la exposición “Paolo Veronese (1528-1588)” este sábado #ElPradodeNoche https://t.co/P5RwoHL553 https://t.co/E2D9y9OhSk
1931004654659289273	2025-06-06T17:06:00Z	"#ElPradodeNoche Este sábado 7 podrán visitarse gratuitamente en horario nocturno las exposiciones ""Paolo Veronese (1528-1588)"" y “Cambio de forma. Mito y metamorfosis en los dibujos romanos de José de Madrazo” https://t.co/XYlngn3DFf 
Colaboran @radio3_rne y @SamsungEspana"
1931317552275165373	2025-06-07T13:49:21Z	Hoy vuelve #ElPradodeNoche
1931319937617875103	2025-06-07T13:58:49Z	El Prado redescubre a Veronese en una muestra que revela su complejidad oculta https://t.co/CIZKQiM04N vía @el_pais
1931999695213150579	2025-06-09T10:59:56Z	Presentamos a los medios de comunicación la nueva exposición “Tan lejos, tan cerca. Guadalupe de México en España”. Conéctate en directo a la rueda de prensa https://t.co/rw4qOkzEl3 https://t.co/ATIbj7L68e
1932001227379802355	2025-06-09T11:06:02Z	Comienza la presentación a los medios de comunicación de la exposición “Tan lejos, tan cerca. Guadalupe de México en España”. Se puede seguir en directo en https://t.co/LnwRnw9crG https://t.co/Gkx9rOT1PO
1932033239482351870	2025-06-09T13:13:14Z	“Tan lejos, tan cerca. Guadalupe de México en España”, una exposición única que ofrece una mirada inédita sobre el diálogo artístico entre América y Europa en los siglos XVII y XVIII https://t.co/oLAXaXwAME https://t.co/0OFBcT5CfJ
1932354470660149637	2025-06-10T10:29:41Z	"#PradoEducación El taller ""Pervivencia del símbolo y la tradición"", de la mano de la artista Elizabeth Hernández, es un curso destinado a personas que quieran conocer las técnicas de tejido y bordados artesanales y su aplicación en diseños actuales #ExpoGuadalupe https://t.co/UJ0qWhRIUz"
1932370661269225938	2025-06-10T11:34:02Z	"#PradoEducación ""Tan lejos, tan cerca. Guadalupe de México en España"". Las claves de la exposición, todos los jueves en la sala de conferencias del Museo del Prado. Más información en nuestra web: https://t.co/ugcSsKg0dm https://t.co/BcOpPq2May"
1932480353618571539	2025-06-10T18:49:54Z	"El ciclo de conferencias de la exposición ""Tan lejos, tan cerca. Guadalupe de México en España"" se abre con la ponencia de la co-comisaria Paula Mues Orts, titulada ""Única efigie, retratos múltiples. Guadalupe de México y sus copias"". Más actividades: https://t.co/6FBmFflqU5 https://t.co/y5G0kQo0hS"
1932722854128226564	2025-06-11T10:53:31Z	"Últimos días para visitar la exposición que reúne ocho de las nueve pinturas que el Greco llevó a cabo en su primer gran encargo recién llegado a Toledo en 1577: ""El Greco. Santo Domingo el Antiguo"" https://t.co/xFaNIWl2ru https://t.co/yH49WuRk9b"
1932752152654483830	2025-06-11T12:49:56Z	"#PradoEducación Concierto ""Dos Guadalupes y una sola devoción. Música barroca de América colonial"", interpretado por The Rare Fruits Council. Colabora @ICCMU. Este viernes a las 19:00h. Entradas disponibles: https://t.co/ToR1ZwbO1K https://t.co/waESIFczhv"
1932759391599505730	2025-06-11T13:18:42Z	"Dentro del ciclo de conferencias en torno a la exposición ""Paolo Veronese (1528-1588)"" esta tarde a las 18:30h Miguel Falomir, co-comisario de la exposición, impartirá la ponencia ""Veronese, pintor de cortes""

Programa completo: https://t.co/nUBuzH7tj8 https://t.co/6B5JOxmQ4d"
1932841918901453131	2025-06-11T18:46:38Z	"Comienza la conferencia de Miguel Falomir ""Veronese, pintor de cortes"" en el auditorio de Museo del Prado. Podéis consultar el programa y recuperar el ciclo completo en nuestra web: https://t.co/nUBuzH818G https://t.co/SlUiJPzCMB"
1933088546346106999	2025-06-12T11:06:39Z	"El barroco americano sonará en el Museo del Prado este viernes con un concierto a propósito de la exposición ""Tan lejos, tan cerca. Guadalupe de México en España"" https://t.co/UqNxogXdcx https://t.co/XVJuZw1i2J"
1933119214140760447	2025-06-12T13:08:30Z	“Paolo Veronese (1528-1588)” en el Museo del Prado. Una ocasión irrepetible para conocer en profundidad la obra de uno de los artistas más brillantes y deslumbrantes del Renacimiento europeo https://t.co/jOL2OIVnwV https://t.co/7a194dmR8q
1933139656108863909	2025-06-12T14:29:44Z	"""Poder esencial"": la mirada de la mujer rural del Valle del Jerte en el Museo del Prado dentro del programa de actividades de PhotoEspaña 2025 https://t.co/CcIYwYUpB5 https://t.co/x7yX2fYwZL"
1933443169447772277	2025-06-13T10:35:47Z	Anatomía de una gran exposición: cómo El Prado reunió, restauró y exhibió las obras maestras de Paolo Veronese  https://t.co/FFpz5LoEL3 a través de @el_pais
1933482446617559546	2025-06-13T13:11:52Z	"El actor Bill Murray y el músico Jan Vogler (@jancello) interpretan en el Museo del Prado su versión del poema ""Dog"", de Lawrence Ferlinghetti, frente a la obra ""Fábula del perro y la presa”, de Paul de Vos https://t.co/cXwiG5reCX"
1934156982497198225	2025-06-15T09:52:14Z	Último día para visitar “El Greco. Santo Domingo el Antiguo” en el Museo del Prado. La exposición que reúne por primera vez desde su dispersión ocho de las nueve obras que el Greco realizó para la iglesia del Monasterio de Santo Domingo el Antiguo de Toledo https://t.co/64iuVU4B0k
1934513511373119943	2025-06-16T09:28:57Z	"#PublicacionesPrado ""Paolo Veronese 1528-1588"", el catálogo de la exposición. Textos a cargo de Enrico Maria Dal Pozzolo, profesor de la Università di Verona, y Miguel Falomir, director del Museo del Prado https://t.co/yABclXyrvg Vídeo: Land Comunicazioni https://t.co/gFJlzrdyrS"
1934538085699571855	2025-06-16T11:06:36Z	"#PradoEducación Taller ""Pervivencia del símbolo y la tradición"", una experiencia inmersiva de la mano de la artista y artesana textil mexicana Elizabeth Hernández en la exposición ""Tan lejos, tan cerca. Guadalupe de México en España"". 24, 25 y 26 de junio https://t.co/UJ0qWhRIUz Colabora @casademexicoesp"
1934947130948342145	2025-06-17T14:12:00Z	#EscribirElPrado “La belleza de los cambios”. Conversación con Helen Oyeyemi y Valerie Miles el martes 24 de junio https://t.co/IBCp65VNpQ https://t.co/oMR2v9fgd8
1935270491000021110	2025-06-18T11:36:55Z	"#PradoEducación #Concierto “Música en tiempos de Veronese"" en el Museo Nacional del Prado. Una muestra de la revolución sonora que supuso el ‘estilo veneciano’. El viernes 20 de junio a las 19h, con la colaboración del @ICCMU  https://t.co/EgaULWgOIs https://t.co/nOBybdCXQx"
1935330048174686285	2025-06-18T15:33:34Z	"""Música en tiempos de Veronese"" en el Museo del Prado. Una selección inédita de motetes, madrigales y música instrumental para imaginar cómo sonaba la Venecia renacentista. Con la colaboración del @ICCMU. Este viernes a las 19h https://t.co/hD1hk01s8l https://t.co/MzbAdeY7tS"
1935364395325894808	2025-06-18T17:50:03Z	"Exposición ""Tan lejos, tan cerca. Guadalupe de México en España"". Hasta el 14 de septiembre. Con la colaboración de Rassini y la Comisión Arte Virreinal de la Fundación Amigos Museo del Prado https://t.co/dc4ZMQh2bX"
1935663152357646683	2025-06-19T13:37:13Z	"#PradoEducación #Concierto “Música en tiempos de Veronese"" en el Museo Nacional del Prado. Una muestra de la revolución sonora que supuso el ‘estilo veneciano’. El viernes 20 de junio a las 19h, con la colaboración del
@ICCMU https://t.co/EgaULWggSU https://t.co/ATtzQHJNaj"
1935918137091780930	2025-06-20T06:30:26Z	"""La belleza de los cambios"". Helen Oyeyemi, autora en residencia dentro del programa #EscribirelPrado, en conversación con la editora Valerie Miles el próximo martes 24 de junio a las 18:30. Entrada libre hasta completar aforo https://t.co/R1BXE5I7gv https://t.co/xzJDUshLNy"
1935949140132831719	2025-06-20T08:33:37Z	"#PublicacionesPrado ""Guadalupe de México en España"", el catálogo. Edición a cargo de Jaime Cuadriello y Paula Mues Orts, comisarios de la exposición. Disponible en español y en inglés

Español: https://t.co/2CFwMRh2HN
Inglés: https://t.co/kFSlOuT0QL https://t.co/UGD2vZ9z9A"
1936045361568579811	2025-06-20T14:55:58Z	“Paolo Veronese (1528-1588)”. Hasta el 21 de septiembre en el Museo del Prado https://t.co/jOL2OIVnwV https://t.co/JPtoftyZH4
1937065225125064823	2025-06-23T10:28:33Z	"#PradoEducación Taller ""Pervivencia del símbolo y la tradición"", con la artista y artesana textil mexicana Elizabeth Hernández en la exposición ""Tan lejos, tan cerca. Guadalupe de México en España"". 24, 25 y 26 de junio https://t.co/VQi0R48HKQ Colabora @casademexicoesp https://t.co/NZYYm53FSV"
1937087008511344975	2025-06-23T11:55:06Z	El Museo del Prado celebra el primer encuentro con sus seguidores en Instagram este jueves 26 de junio a las 18:30 https://t.co/3VKUiGGKii https://t.co/c39W1W9Iae
1937412645079900340	2025-06-24T09:29:04Z	"Esta tarde a las 18:30h tendrá lugar la conversación ""La belleza de los cambios"" entre la escritora Helen Oyeyemi y la editora Valerie Miles, con motivo del programa ""Escribir el Prado"", patrocinado por Fundación @LoeweOfficial https://t.co/8bNnD5zFr9 https://t.co/tWpsVWHh9Q"
1937437946723926190	2025-06-24T11:09:37Z	"#PublicacionesPrado ""Paolo Veronese 1528-1588"", el catálogo de la exposición. Textos a cargo de Enrico Maria Dal Pozzolo, profesor de la Università di Verona, y Miguel Falomir, director del Museo del Prado
Español: https://t.co/yABclXyrvg 
Inglés: https://t.co/qYeXlCUwdx https://t.co/kvtdJxKbaN"
1937462154581385430	2025-06-24T12:45:48Z	"""Tan lejos, tan cerca. Guadalupe de México en España"". Hasta el 14 de septiembre en el Museo del Prado https://t.co/6FBmFfkT4x https://t.co/JVHn3lCidi"
1937552395334189283	2025-06-24T18:44:23Z	"Sigue en directo ""La belleza de los cambios"", con Helen Oyeyemi y Valerie Miles: https://t.co/YvYxJP0ETB #EscribirElPrado https://t.co/4Bd6c9NhLy"
1937780250403914021	2025-06-25T09:49:48Z	"¡Os esperamos mañana a las 18.30h en el auditorio del museo para celebrar ""Los directos del Prado""! https://t.co/ZMVwigiz6O"
1938177721684640008	2025-06-26T12:09:13Z	¡Os esperamos esta tarde a las 18.30h en el auditorio del Museo del Prado para celebrar los 1000 directos publicados en Instagram! Las entradas se repartirán directamente en la Puerta de los Jerónimos https://t.co/ZMVwigiz6O https://t.co/mxEAk7RkWt
1938272194091749723	2025-06-26T18:24:37Z	En unos minutos comenzará el Encuentro sobre “Los directos del Prado”. Se puede seguir desde nuestra cuenta de IG https://t.co/Ls1AhLtybU https://t.co/AOkZWaZ0fR
1938490485703622856	2025-06-27T08:52:01Z	Los ‘influencers’ del Museo del Prado celebran sus 1.000 directos https://t.co/25DrWw5CmC @el_pais
1938530516451398027	2025-06-27T11:31:05Z	"Gran acogida del primer encuentro del Museo del Prado con sus seguidores de Instagram https://t.co/zcBDFllfxm

El evento, el que participaron más de 15 personas habituales de los directos de Instagram del museo, puede verse íntegro aquí: https://t.co/K90wMOYbUY https://t.co/vNhmLWZkMb"
1938540559641219558	2025-06-27T12:11:00Z	La exposición “Paolo Veronese (1528-1588)” cierra un ambicioso programa de investigaciones, restauraciones y exposiciones dedicado a la pintura veneciana del Renacimiento, piedra fundacional de la antigua colección real y del actual Museo del Prado https://t.co/jOL2OIVVmt https://t.co/vIht3ctlry
1939602824167412161	2025-06-30T10:32:04Z	Estés donde estés, puedes detenerte a ver las obras del Museo del Prado desde cualquier lugar del mundo con la visita virtual gratuita a la colección #NextGenerationEU #PlandeRecuperación https://t.co/kgpkYNcDTz
1939604492351132147	2025-06-30T10:38:41Z	Esta mañana presentamos a los medios de comunicación la exposición “El pintor Antonio Muñoz Degrain (1840-1924) https://t.co/M4LA4BjeQd
1939620506405405166	2025-06-30T11:42:19Z	El Museo del Prado presenta una muestra dedicada a Antonio Muñoz Degrain en la sala de exposiciones del XIX https://t.co/FL49PqyQhG https://t.co/Wx2LiEoHMu
1939708593005040033	2025-06-30T17:32:21Z	"#PradoEducación Visita descriptiva ""Maniera Veronese"", un recorrido guiado para personas ciegas o con baja visión y sus acompañantes a la exposición ""Paolo Veronese (1528-1588)"". Inscríbete aquí: https://t.co/s0F0LQ1j5z https://t.co/apd3CIIta9"
1939951261274579203	2025-07-01T09:36:37Z	"""Reencuentro, cinco años después"" rememora en la Galería Central del Museo del Prado la reapertura del museo tras 87 días de cierre por la emergencia sanitaria provocada por la COVID-19 https://t.co/qkgLdSyX77 https://t.co/EaSPIK1JtT"
1939968337603149977	2025-07-01T10:44:29Z	Todos los días de la semana ofrecemos visitas guiadas a las obras maestras del Museo del Prado: el Bosco, Sofonisba Anguissola, Rubens, Velázquez o Goya. Podéis apuntaros en las taquillas del museo https://t.co/wnpWBMaIXp #PradoEducación https://t.co/c2Y9xeh3np
1940059875100566001	2025-07-01T16:48:13Z	El Museo del Prado cierra el primer semestre de 2025 con el mayor número de visitantes de los últimos cinco años https://t.co/8y61rFXUtV https://t.co/MD3tX539yz
1940311118540644855	2025-07-02T09:26:34Z	El Museo del Prado volverá a abrir sus puertas la noche del sábado 12 de julio #ElPradodeNoche https://t.co/hDZUiwoZGv https://t.co/pcovmhobxq
1940368599254028543	2025-07-02T13:14:59Z	"Como parte de @photoespana 2025 se expone el resultado del taller de fotografía ""Poder esencial"", un proceso de creación desarrollado por #PradoEducación y un grupo de mujeres de la Mancomunidad de Municipios Valle del Jerte. Hasta el 14 de septiembre https://t.co/QF1d0L8tYa https://t.co/KAOOlLp0t2"
1940375657302643085	2025-07-02T13:43:01Z	"""Imagen y apariciones de Nuestra Señora de Guadalupe"", de José Juárez (1656), con Paula Mues Orts, co-comisaria de la exposición ""Tan lejos, tan cerca. Guadalupe de México en España"" https://t.co/FOC1toN6Q3"
1940452158433800697	2025-07-02T18:47:01Z	"""Veronese, pintor de cortes"". Vídeo de la conferencia impartida por Miguel Falomir Faus, director del Museo del Prado y co-comisario de la exposición ""Paolo Veronese (1528-1588)"" https://t.co/quOZmmnVCl 
Celebrada el 11 de junio de 2025 https://t.co/XhLWPMOwuT"
1940698071983141061	2025-07-03T11:04:11Z	“Paolo Veronese (1528-1588)” en el Museo del Prado. Una ocasión irrepetible para conocer en profundidad la obra de uno de los artistas más brillantes y deslumbrantes del Renacimiento europeo https://t.co/kHkrupYIe6 https://t.co/PkYBR7tfpz
1940719593640571269	2025-07-03T12:29:42Z	https://t.co/xVhhTVF4Po
1940720207758348680	2025-07-03T12:32:09Z	"#PublicacionesPrado ""Paolo Veronese 1528-1588"", el catálogo de la exposición

Español: https://t.co/yABclXyZkO
Inglés: https://t.co/qYeXlCV435"
1941047157949452638	2025-07-04T10:11:20Z	"""Veronese, pintor de cortes"". Vídeo de la conferencia impartida por Miguel Falomir Faus, director del Museo del Prado y co-comisario de la exposición ""Paolo Veronese (1528-1588)"" https://t.co/RkacLSfInz  Celebrada el 11 de junio de 2025 https://t.co/Jl2mYmjkKo"
1942134779257737300	2025-07-07T10:13:09Z	“Paolo Veronese (1528-1588)” en el Museo del Prado. Una ocasión irrepetible para conocer en profundidad la obra de uno de los artistas más brillantes y deslumbrantes del Renacimiento europeo. Con el patrocinio de @FundacionAXA https://t.co/jOL2OIVnwV https://t.co/I2J7LSe2Ba
1942143047007138203	2025-07-07T10:46:00Z	"#PradoEducación ""Lugares de trabajo"". Los lunes proponemos un itinerario por las colecciones del Museo del Prado a través de una serie de obras que muestran el desarrollo de diferentes labores y oficios desde el siglo XVI hasta inicios del XX. Horarios: https://t.co/C3yFQewi5x https://t.co/vfLLmamSBy"
1942510904999866397	2025-07-08T11:07:44Z	“Tan lejos, tan cerca. Guadalupe de México en España”. Una nueva mirada sobre el papel de la Virgen de Guadalupe como imagen revelada, objeto de culto y símbolo de identidad en el ámbito hispano. Hasta el 14 de septiembre en el Museo del Prado https://t.co/9AnmLRQES3
1942514457457868819	2025-07-08T11:21:51Z	Visitas guiadas a la exposición “Paolo Veronese (1528-1588)”. De martes a domingo a las 12:00 #PradoEducación https://t.co/DoVH6RNQWU https://t.co/er5NTmrAdw
1942551317781549561	2025-07-08T13:48:19Z	El Museo del Prado extiende al verano las aperturas nocturnas gratuitas y acumula más de 12.000 visitas en lo que va de año https://t.co/8L4ha1XeLR #ElPradodeNoche https://t.co/HLmA4ErDQd
1942864747503956292	2025-07-09T10:33:47Z	"#PradoEducación Teatro. ""El socorro de Cádiz: aires de carnaval"", el 10 y 11 de julio a las 19h en el Auditorio del Museo del Prado https://t.co/XiRx2kN10h https://t.co/lEpM7XZdea"
1942889869354623206	2025-07-09T12:13:36Z	"Este sábado 12 de julio en #ElPradodeNoche podrán visitarse gratuitamente las exposiciones “Paolo Veronese (1528-1588)” y “Tan lejos, tan cerca. Guadalupe de México en España” de 20:30 a 23:30 https://t.co/XYlngn3DFf Con la colaboración tecnológica de
@SamsungEspana y @radio3_rne en la difusión"
1942920426545414319	2025-07-09T14:15:02Z	Desde cualquier lugar del mundo puedes pasear por el Museo del Prado y detenerte en los detalles de las obras en alta calidad a través de la visita virtual https://t.co/BUzwy8eNlj #NextGenerationEU #PlandeRecuperación https://t.co/4eq5ElTBxt
1942922978670309379	2025-07-09T14:25:10Z	El Museo del Prado cerró 2024 con un resultado presupuestario positivo de 22,8 millones de euros https://t.co/XOvFvu9GOU https://t.co/nFjnblZ4z0
1943225076410724837	2025-07-10T10:25:36Z	“Paolo Veronese (1528-1588)” cierra un ambicioso programa de investigaciones, restauraciones y exposiciones dedicado a la pintura veneciana del Renacimiento, piedra fundacional de la antigua colección real y del actual Museo del Prado. Colabora @FundacionAXA https://t.co/Jgzd9m71hz
1943264037694787672	2025-07-10T13:00:25Z	#PradoEducación Teatro del Siglo de Oro en el Museo del Prado: “El socorro de Cádiz: aires de carnaval”, un montaje inspirado en “La defensa de Cádiz” de Zurbarán. Funciones hoy y mañana a las 19:00 https://t.co/XiRx2kMtaJ Colaboran @unicomplutense y Fundación @CarlosdeAmberes https://t.co/CsJ9tGmkEs
1943570298181148963	2025-07-11T09:17:23Z	"Este sábado 12 de julio en #ElPradodeNoche podrán visitarse gratuitamente las exposiciones “Paolo Veronese (1528-1588)” y “Tan lejos, tan cerca. Guadalupe de México en España” de 20:30 a 23:30 https://t.co/hDZUiworQX Con la colaboración de
@SamsungEspana y
@radio3_rne https://t.co/UcPxjAOhH4"
1943996809430360364	2025-07-12T13:32:11Z	Hoy a partir de las 20:30 en #ElPradodeNoche podréis ver las exposiciones “Paolo Veronese (1528-1588)” y “Tan lejos, tan cerca. Guadalupe de México en España”. Entrada libre. ¡Os esperamos! Con la colaboración de @SamsungEspana y @radio3_rne https://t.co/hDZUiworQX https://t.co/IteuKELo4D
1944660486856855916	2025-07-14T09:29:24Z	"""Tan lejos, tan cerca. Guadalupe de México en España"". Hasta el 14 de septiembre en el Museo del Prado https://t.co/6FBmFfkT4x https://t.co/ACCibA3dMF"
1944705548957483151	2025-07-14T12:28:28Z	La profesora Paula Mues Orts (Instituto Nacional de Antropología e Historia de México), co-comisaria de “Tan lejos, tan cerca. Guadalupe de México en España”, explica la pintura de José Juárez de 1656 que abre la exposición https://t.co/xuzoKlFAOF
1944729596747751759	2025-07-14T14:04:01Z	"#PradoEducación Claves de la exposición ""Paolo Veronese (1528-1588)"". Consulta horarios: https://t.co/lHURJVZICW https://t.co/tnZBaQq0YR"
1944764319683489981	2025-07-14T16:22:00Z	"""Paolo Veronese en la Venecia de Giambattista Tiepolo"". Vídeo de la conferencia impartida por Linda Borean (Università degli Studi di Udine) https://t.co/dQo0X8Bmg0

Celebrada el 25 de junio dentro del ciclo dedicado a la exposición ""Paolo Veronese (1528-1588)"" https://t.co/9lW3jCoBEh"
1945040208522551565	2025-07-15T10:38:17Z	Más de 150.000 visitas a las exposiciones dedicadas a Veronese y Guadalupe en el Museo del Prado desde su apertura https://t.co/ZvhOzoIlwl https://t.co/DpzwhszDqF
1945075002434293918	2025-07-15T12:56:32Z	"Estés donde estés, puedes detenerte a ver las obras del Museo del Prado en alta calidad con la visita virtual gratuita a la colección https://t.co/BUzwy8eNlj
#NextGenerationEU #PlandeRecuperación https://t.co/yaYZZfhirF"
1945089461689442354	2025-07-15T13:54:00Z	"#PublicacionesPrado ""Guadalupe de México en España"", el catálogo. Edición a cargo de Jaime Cuadriello y Paula Mues Orts, comisarios de la exposición https://t.co/2CFwMRhAxl https://t.co/xZ7spdwaJW"
1945382662966837572	2025-07-16T09:19:04Z	"""Paolo Veronese 1528-1588"", catálogo de la exposición comisariada por Miguel Falomir, director del Museo del Prado, y Enrico Maria dal Pozzolo, de la Università degli Studi di Verona. Veronese cierra el ciclo dedicado al Renacimiento veneciano https://t.co/yABclXyrvg https://t.co/7p4QeuaAPA"
1945438271133102120	2025-07-16T13:00:02Z	"#PradoEducación Visita dialogada: ""Equilibrios sensibles""

Un espacio de conversación con el público en torno a la naturaleza y al paisaje que transita por los ríos, bosques y montañas representados en las colecciones del Museo del Prado https://t.co/y1mOAZcTb3 https://t.co/9gxAkce6pg"
1945524882856390996	2025-07-16T18:44:12Z	"""Veronés y la nueva imagen imperial de Venecia"". Vídeo de la conferencia impartida por Giorgio Tagliaferro (University of Warwick) https://t.co/0FQGyZbyOm

Celebrada el 2 de julio dentro del ciclo dedicado a la exposición ""Paolo Veronese (1528-1588)"" https://t.co/4MylIxMKJ3"
1945768931714564606	2025-07-17T10:53:58Z	“Paolo Veronese (1528-1588)”. Hasta el 21 de septiembre en el Museo del Prado. Con la colaboración de @FundacionAXA https://t.co/jOL2OIVnwV https://t.co/SdinoVRspI
1945896530256232565	2025-07-17T19:21:00Z	"#PradoEducación Itinerario ""Donantes medievales. La pervivencia de la memoria"". Un recorrido por las salas de pintura medieval, donde se exponen obras desde el siglo XIII hasta finales del XV que tienen algo en común: figuras en actitud orante https://t.co/zpkNXrV3Ig https://t.co/9Nhfe2wO4H"
1946111284358848782	2025-07-18T09:34:21Z	La visita virtual del Museo del Prado incluye vistas panorámicas 360º e imágenes en altísima resolución de las obras maestras de la colección. Estés donde estés, accede gratis aquí: https://t.co/BUzwy8eNlj #NextGenerationEU #PlandeRecuperación https://t.co/yrfXAStakz
1946146948429320246	2025-07-18T11:56:04Z	"""El pintor Antonio Muñoz Degrain (1840-1924)"" es una exposición compuesta por una decena de pinturas que muestra la variedad temática, el dominio técnico y la visión estética del pintor valenciano https://t.co/3SYmSjj2VB https://t.co/LiBMrwHmPG"
1947204517612716528	2025-07-21T09:58:28Z	"#PradoEducación Visita descriptiva ""Maniera Veronese"". Un recorrido guiado para personas ciegas o con baja visión y sus acompañantes a la exposición ""Paolo Veronese (1528-1588)"". Inscripciones: https://t.co/OaOjXRBfep https://t.co/NJGTDtXrhc"
